Age,DistanceFromHome,JobInvolvement,JobLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NoRecentPromotion,StagnationScore,SatisfactionIndex,external_avg_salary,external_job_demand,salary_gap,OverTime_Yes,MaritalStatus_Single,MaritalStatus_Married,IncomeCategory_Medium,IncomeCategory_High,TenureCategory_3-5 years,TenureCategory_6-10 years,TenureCategory_10+ years,Attrition
28,15,1,2,2,4,3,4,9243,4,6,4,1,0,5,3.0,102997.714045,2542,93754.714045,0,0,0,1,0,0,1,0,0
23,48,3,5,4,1,4,1,9418,1,25,6,4,1,10,3.0,69047.72894688007,12784,59629.72894688007,1,0,0,1,0,0,0,1,1
52,2,2,3,3,2,3,2,11061,4,1,2,6,1,8,2.67,102997.714045,2542,91936.714045,1,0,0,1,0,0,0,0,1
29,32,1,2,5,1,2,2,13931,1,1,12,3,1,15,2.67,69047.72894688007,12784,55116.72894688007,0,0,0,0,1,0,0,0,1
33,48,3,5,3,2,2,1,3321,4,17,2,3,1,5,2.33,102997.714045,2542,99676.714045,1,1,0,0,0,0,0,1,0
35,5,4,2,5,3,2,1,10138,3,1,6,1,0,7,3.33,69047.72894688007,12784,58909.72894688007,0,0,0,1,0,0,0,0,1
55,22,1,4,1,1,1,3,17990,4,22,7,7,1,14,1.0,69047.72894688007,12784,51057.72894688007,1,0,0,0,1,0,0,1,0
25,7,2,5,1,2,2,1,12907,4,20,8,6,1,14,1.67,102997.714045,2542,90090.714045,1,0,1,1,0,0,0,1,0
22,42,4,5,5,2,4,3,3745,3,9,10,7,1,17,3.67,69047.72894688007,12784,65302.72894688007,1,1,0,0,0,0,1,0,0
32,8,3,3,4,2,4,3,8998,1,9,8,3,1,11,3.33,91683.75438596492,139,82685.75438596492,0,1,0,1,0,0,1,0,0
21,16,3,2,1,1,4,2,12417,2,2,14,7,1,21,2.0,69047.72894688007,12784,56630.72894688007,1,0,0,1,0,0,0,0,0
21,48,2,1,4,4,3,4,12020,3,4,8,8,1,16,3.67,69047.72894688007,12784,57027.72894688007,0,0,0,1,0,1,0,0,0
30,2,1,2,4,3,3,3,6091,2,5,4,0,0,4,3.33,69047.72894688007,12784,62956.72894688007,0,1,0,0,0,1,0,0,0
48,33,3,2,5,3,2,3,13892,2,28,11,8,1,19,3.33,69047.72894688007,12784,55155.72894688007,0,1,0,0,1,0,0,1,0
25,11,3,1,2,3,2,3,15641,3,13,1,7,1,8,2.33,102997.714045,2542,87356.714045,0,0,1,0,1,0,0,1,0
55,26,2,5,4,3,3,3,19586,1,36,6,2,0,8,3.33,102997.714045,2542,83411.714045,0,0,1,0,1,0,0,1,0
21,10,2,5,3,4,3,2,12207,1,26,14,8,1,22,3.33,69047.72894688007,12784,56840.72894688007,0,0,1,1,0,0,0,1,0
34,11,3,1,3,3,3,4,7674,3,16,11,1,0,12,3.0,69047.72894688007,12784,61373.72894688007,0,0,0,1,0,0,0,1,0
25,46,3,2,4,2,1,2,14402,3,4,1,7,1,8,2.33,69047.72894688007,12784,54645.72894688007,1,1,0,0,1,1,0,0,0
24,32,4,4,2,2,2,4,14094,4,18,7,7,1,14,2.0,69047.72894688007,12784,54953.72894688007,1,0,1,0,1,0,0,1,0
47,8,4,5,4,2,2,1,12855,2,16,11,4,1,15,2.67,69047.72894688007,12784,56192.72894688007,0,1,0,1,0,0,0,1,0
48,49,1,2,2,3,1,1,7917,1,26,14,0,0,14,2.0,102997.714045,2542,95080.714045,1,0,1,1,0,0,0,1,0
47,3,4,5,3,3,4,3,11897,2,24,8,6,1,14,3.33,102997.714045,2542,91100.714045,0,0,1,1,0,0,0,1,0
47,9,1,3,1,1,4,2,14649,1,28,10,2,0,12,2.0,102997.714045,2542,88348.714045,1,0,1,0,1,0,0,1,0
43,15,4,5,5,2,3,1,18827,2,28,1,1,0,2,3.33,69047.72894688007,12784,50220.72894688007,0,0,0,0,1,0,0,1,0
25,49,3,5,2,1,3,3,12696,4,8,3,6,1,9,2.0,69047.72894688007,12784,56351.72894688007,1,1,0,1,0,0,1,0,0
24,1,1,3,3,2,1,4,18973,3,22,6,9,1,15,2.0,69047.72894688007,12784,50074.72894688007,0,0,0,0,1,0,0,1,0
43,46,2,4,2,4,3,2,4469,2,11,8,6,1,14,3.0,69047.72894688007,12784,64578.72894688007,0,0,1,0,0,0,0,1,0
35,19,4,1,1,3,1,2,12552,4,6,13,7,1,20,1.67,69047.72894688007,12784,56495.72894688007,0,1,0,1,0,0,1,0,0
54,31,4,4,2,3,2,2,7887,2,3,5,9,1,14,2.33,69047.72894688007,12784,61160.72894688007,1,0,0,1,0,1,0,0,0
51,16,3,5,4,3,2,3,17299,1,27,7,2,0,9,3.0,69047.72894688007,12784,51748.72894688007,0,0,1,0,1,0,0,1,0
45,15,4,1,3,4,1,2,12790,1,20,10,8,1,18,2.67,69047.72894688007,12784,56257.72894688007,1,0,1,1,0,0,0,1,0
26,49,1,2,3,1,1,1,14777,3,6,1,1,0,2,1.67,69047.72894688007,12784,54270.72894688007,1,0,0,0,1,0,1,0,1
27,46,1,4,1,3,4,1,18707,2,12,9,1,0,10,2.67,102997.714045,2542,84290.714045,0,0,0,0,1,0,0,1,0
39,19,3,2,4,4,2,3,3902,8,2,2,2,0,4,3.33,89817.88593023256,119,85915.88593023256,0,0,0,0,0,0,0,0,0
25,8,4,2,2,4,3,3,4851,0,3,2,1,0,3,3.0,91683.75438596492,139,86832.75438596492,0,0,1,0,0,1,0,0,0
23,29,2,1,5,3,4,2,14437,1,7,8,0,0,8,4.0,69047.72894688007,12784,54610.72894688007,1,0,0,0,1,0,1,0,0
27,49,2,1,2,3,3,3,10309,1,2,2,8,1,10,2.67,69047.72894688007,12784,58738.72894688007,1,0,0,1,0,0,0,0,0
34,23,1,1,4,3,4,3,3612,3,17,6,2,0,8,3.67,102997.714045,2542,99385.714045,1,0,1,0,0,0,0,1,0
21,27,3,5,4,2,4,1,15027,4,23,9,4,1,13,3.33,69047.72894688007,12784,54020.72894688007,1,0,0,0,1,0,0,1,0
58,4,2,2,5,2,3,2,16407,3,29,4,9,1,13,3.33,69047.72894688007,12784,52640.72894688007,0,0,1,0,1,0,0,1,0
29,1,2,1,4,4,3,4,9093,1,9,3,5,1,8,3.67,102997.714045,2542,93904.714045,0,1,0,1,0,0,1,0,0
32,8,1,1,5,4,2,4,17823,1,15,12,7,1,19,3.67,102997.714045,2542,85174.714045,0,0,0,0,1,0,0,1,0
57,1,4,3,1,3,4,2,10643,3,27,9,2,0,11,2.67,102997.714045,2542,92354.714045,0,0,0,1,0,0,0,1,1
37,43,1,3,1,3,4,1,6111,1,20,11,1,0,12,2.67,102997.714045,2542,96886.714045,0,0,1,0,0,0,0,1,0
40,2,4,5,1,3,2,3,13935,4,29,10,6,1,16,2.0,102997.714045,2542,89062.714045,0,0,0,0,1,0,0,1,0
45,11,1,4,3,4,4,4,5580,2,6,9,5,1,14,3.67,69047.72894688007,12784,63467.72894688007,1,0,0,0,0,0,1,0,1
25,30,4,2,3,3,3,4,16632,4,16,9,9,1,18,3.0,69047.72894688007,12784,52415.72894688007,0,0,0,0,1,0,0,1,0
40,23,3,5,5,1,2,2,12588,4,9,3,0,0,3,2.67,102997.714045,2542,90409.714045,1,1,0,1,0,0,1,0,0
48,24,2,5,3,1,1,4,6234,3,4,12,9,1,21,1.67,69047.72894688007,12784,62813.72894688007,0,1,0,0,0,1,0,0,1
55,35,3,2,2,4,1,1,8255,2,8,13,5,1,18,2.33,102997.714045,2542,94742.714045,0,0,1,1,0,0,1,0,0
25,15,2,4,4,4,4,1,14544,2,16,7,9,1,16,4.0,69047.72894688007,12784,54503.72894688007,0,0,1,0,1,0,0,1,0
24,37,1,1,1,2,2,2,14948,4,2,5,7,1,12,1.67,102997.714045,2542,88049.714045,0,1,0,0,1,0,0,0,0
42,7,4,5,4,3,3,4,10500,3,23,11,8,1,19,3.33,69047.72894688007,12784,58547.72894688007,0,0,0,1,0,0,0,1,1
42,17,4,2,1,4,3,3,6545,3,3,2,0,0,2,2.67,89817.88593023256,119,83272.88593023256,1,1,0,0,0,1,0,0,0
57,32,3,1,4,3,3,2,11863,1,25,10,6,1,16,3.33,102997.714045,2542,91134.714045,1,1,0,1,0,0,0,1,1
55,13,4,4,3,1,1,2,4829,2,8,12,1,0,13,1.67,102997.714045,2542,98168.714045,0,0,1,0,0,0,1,0,0
41,36,4,1,4,3,1,2,8808,1,13,2,4,1,6,2.67,69047.72894688007,12784,60239.72894688007,0,0,1,1,0,0,0,1,0
41,45,3,1,1,2,4,3,4563,3,12,1,6,1,7,2.33,69047.72894688007,12784,64484.72894688007,1,0,0,0,0,0,0,1,0
24,24,1,3,5,2,1,1,9878,1,18,10,1,0,11,2.67,69047.72894688007,12784,59169.72894688007,1,0,1,1,0,0,0,1,0
23,26,2,1,4,2,4,4,11784,4,22,6,6,1,12,3.33,69047.72894688007,12784,57263.72894688007,1,0,0,1,0,0,0,1,0
37,39,3,5,1,3,1,1,7651,4,19,13,8,1,21,1.67,69047.72894688007,12784,61396.72894688007,0,0,1,1,0,0,0,1,0
21,4,3,5,2,3,2,2,14298,1,27,8,0,0,8,2.33,69047.72894688007,12784,54749.72894688007,1,1,0,0,1,0,0,1,0
31,43,1,5,2,3,1,1,9547,4,8,11,6,1,17,2.0,102997.714045,2542,93450.714045,1,0,1,1,0,0,1,0,0
29,7,4,5,5,3,1,3,14984,4,5,1,9,1,10,3.0,69047.72894688007,12784,54063.72894688007,0,0,0,0,1,1,0,0,0
45,24,4,5,1,3,1,2,18248,1,13,10,8,1,18,1.67,69047.72894688007,12784,50799.72894688007,1,0,1,0,1,0,0,1,0
52,18,3,2,5,1,4,4,16627,2,1,5,0,0,5,3.33,69047.72894688007,12784,52420.72894688007,0,0,0,0,1,0,0,0,0
36,40,4,2,1,1,1,4,19541,3,28,12,7,1,19,1.0,69047.72894688007,12784,49506.72894688007,1,0,0,0,1,0,0,1,1
43,22,1,5,5,2,2,4,12800,1,7,9,7,1,16,3.0,69047.72894688007,12784,56247.72894688007,1,0,0,1,0,0,1,0,0
31,34,4,3,4,3,3,2,13814,2,8,12,6,1,18,3.33,102997.714045,2542,89183.714045,0,1,0,0,1,0,1,0,0
57,3,2,1,3,1,1,3,13018,2,2,12,6,1,18,1.67,69047.72894688007,12784,56029.72894688007,1,0,0,1,0,0,0,0,1
26,44,1,4,2,1,2,2,4791,3,19,10,9,1,19,1.67,69047.72894688007,12784,64256.72894688007,1,0,0,0,0,0,0,1,0
58,46,4,1,5,2,3,2,16360,1,24,13,4,1,17,3.33,69047.72894688007,12784,52687.72894688007,0,1,0,0,1,0,0,1,0
23,42,4,3,4,2,1,3,14431,4,12,7,7,1,14,2.33,102997.714045,2542,88566.714045,0,0,0,0,1,0,0,1,1
53,19,2,3,3,2,4,3,10800,4,16,10,9,1,19,3.0,69047.72894688007,12784,58247.72894688007,1,1,0,1,0,0,0,1,0
39,15,1,5,4,3,2,4,6564,3,4,14,7,1,21,3.0,69047.72894688007,12784,62483.72894688007,0,0,0,0,0,1,0,0,0
33,47,3,3,3,1,3,4,7982,4,16,11,7,1,18,2.33,69047.72894688007,12784,61065.72894688007,0,1,0,1,0,0,0,1,0
48,8,1,3,4,2,2,1,13963,2,12,5,1,0,6,2.67,69047.72894688007,12784,55084.72894688007,1,0,1,0,1,0,0,1,0
36,30,3,1,2,3,3,2,12378,3,7,5,4,1,9,2.67,69047.72894688007,12784,56669.72894688007,1,0,1,1,0,0,1,0,0
27,22,1,1,5,3,4,1,18527,2,2,2,4,1,6,4.0,69047.72894688007,12784,50520.72894688007,0,1,0,0,1,0,0,0,1
33,31,4,4,4,1,2,4,10567,4,5,2,1,0,3,2.33,102997.714045,2542,92430.714045,0,0,1,1,0,1,0,0,0
56,40,3,4,1,4,3,2,16667,2,2,11,2,0,13,2.67,69047.72894688007,12784,52380.72894688007,0,0,0,0,1,0,0,0,0
20,25,1,3,2,3,3,2,8770,3,3,7,1,0,8,2.67,102997.714045,2542,94227.714045,0,0,1,1,0,1,0,0,0
31,9,2,1,2,3,4,3,2657,0,2,2,2,0,4,3.0,89817.88593023256,119,87160.88593023256,1,1,0,0,0,0,0,0,0
25,6,1,3,5,3,1,3,18889,3,22,6,2,0,8,3.0,69047.72894688007,12784,50158.72894688007,0,1,0,0,1,0,0,1,0
22,19,2,2,1,4,3,3,7302,3,19,9,3,1,12,2.67,69047.72894688007,12784,61745.72894688007,0,1,0,0,0,0,0,1,0
35,45,4,2,5,3,4,1,12016,3,23,4,8,1,12,4.0,69047.72894688007,12784,57031.72894688007,0,0,1,1,0,0,0,1,1
57,47,1,5,3,4,3,2,13116,1,7,12,4,1,16,3.33,69047.72894688007,12784,55931.72894688007,1,0,0,1,0,0,1,0,1
31,23,2,1,1,2,4,1,5796,4,12,9,9,1,18,2.33,69047.72894688007,12784,63251.72894688007,0,1,0,0,0,0,0,1,0
24,21,2,3,4,1,1,1,19591,2,28,8,3,1,11,2.0,102997.714045,2542,83406.714045,1,0,0,0,1,0,0,1,0
43,9,2,5,3,1,4,1,6833,3,9,8,1,0,9,2.67,69047.72894688007,12784,62214.72894688007,1,0,1,0,0,0,1,0,0
40,26,3,2,2,2,1,3,5605,1,20,7,2,0,9,1.67,89817.88593023256,119,84212.88593023256,0,0,0,0,0,0,0,1,0
24,19,1,5,4,1,3,3,16463,2,16,6,3,1,9,2.67,69047.72894688007,12784,52584.72894688007,0,0,1,0,1,0,0,1,0
56,28,4,5,5,4,3,3,3406,2,25,13,4,1,17,4.0,69047.72894688007,12784,65641.72894688007,1,0,0,0,0,0,0,1,0
55,24,1,1,1,3,2,4,17421,2,21,7,0,0,7,2.0,69047.72894688007,12784,51626.72894688007,0,0,1,0,1,0,0,1,0
36,36,2,1,5,1,3,4,11264,2,3,7,7,1,14,3.0,69047.72894688007,12784,57783.72894688007,1,0,0,1,0,1,0,0,0
59,39,1,1,4,1,2,4,8997,1,25,9,2,0,11,2.33,69047.72894688007,12784,60050.72894688007,1,1,0,1,0,0,0,1,1
38,43,4,5,1,2,2,2,15084,4,9,14,2,0,16,1.67,69047.72894688007,12784,53963.72894688007,1,0,1,0,1,0,1,0,0
45,29,3,3,4,2,4,4,9380,4,3,1,1,0,2,3.33,69047.72894688007,12784,59667.72894688007,1,0,1,1,0,1,0,0,0
32,28,1,3,3,4,2,1,4074,4,20,7,8,1,15,3.0,69047.72894688007,12784,64973.72894688007,0,0,1,0,0,0,0,1,1
44,27,2,2,2,1,1,4,4986,2,13,5,0,0,5,1.33,69047.72894688007,12784,64061.72894688007,0,0,0,0,0,0,0,1,1
42,25,1,1,3,1,4,1,11785,3,29,2,5,1,7,2.67,69047.72894688007,12784,57262.72894688007,0,0,1,1,0,0,0,1,0
58,10,1,2,1,4,2,2,16922,3,3,14,0,0,14,2.33,102997.714045,2542,86075.714045,0,0,0,0,1,1,0,0,0
25,42,4,1,3,3,4,3,11424,4,27,9,7,1,16,3.33,69047.72894688007,12784,57623.72894688007,1,1,0,1,0,0,0,1,0
42,2,2,1,2,3,2,3,4841,4,1,0,0,0,0,2.33,17372.83423076923,33,12531.83423076923,0,0,1,0,0,0,0,0,0
56,14,2,5,4,4,4,1,7320,4,27,1,4,1,5,4.0,69047.72894688007,12784,61727.72894688007,0,0,1,0,0,0,0,1,0
55,2,2,1,4,2,2,4,2662,8,5,2,0,0,2,2.67,89817.88593023256,119,87155.88593023256,0,0,1,0,0,1,0,0,0
54,18,4,4,2,3,4,1,15474,3,19,3,5,1,8,3.0,69047.72894688007,12784,53573.72894688007,1,1,0,0,1,0,0,1,0
48,47,4,1,2,4,3,4,13907,3,21,11,1,0,12,3.0,69047.72894688007,12784,55140.72894688007,1,0,1,0,1,0,0,1,0
28,3,2,5,1,3,3,2,11357,1,16,7,1,0,8,2.33,69047.72894688007,12784,57690.72894688007,0,1,0,1,0,0,0,1,0
56,31,2,2,5,4,3,1,10668,3,26,1,3,1,4,4.0,69047.72894688007,12784,58379.72894688007,0,1,0,1,0,0,0,1,0
27,15,2,4,2,3,4,2,11859,1,10,11,0,0,11,3.0,69047.72894688007,12784,57188.72894688007,0,1,0,1,0,0,1,0,0
31,41,1,3,1,4,1,2,12654,4,27,12,6,1,18,2.0,69047.72894688007,12784,56393.72894688007,1,1,0,1,0,0,0,1,0
58,46,2,4,2,2,4,1,17895,2,9,11,4,1,15,2.67,69047.72894688007,12784,51152.72894688007,0,0,1,0,1,0,1,0,0
41,7,1,5,3,2,2,3,19973,1,21,16,5,1,21,2.33,69047.72894688007,12784,49074.72894688007,0,0,0,0,1,0,0,1,0
41,42,1,5,3,2,1,3,16972,4,9,9,9,1,18,2.0,69047.72894688007,12784,52075.72894688007,1,0,0,0,1,0,1,0,0
37,42,1,2,3,3,4,2,16864,1,13,14,3,1,17,3.33,69047.72894688007,12784,52183.72894688007,1,0,1,0,1,0,0,1,0
44,36,1,2,5,1,3,3,7769,4,12,5,0,0,5,3.0,102997.714045,2542,95228.714045,0,0,0,1,0,0,0,1,0
50,10,3,3,1,3,2,3,19300,4,4,13,1,0,14,2.0,69047.72894688007,12784,49747.72894688007,0,0,0,0,1,1,0,0,0
42,27,4,4,5,1,4,3,12794,2,5,3,6,1,9,3.33,69047.72894688007,12784,56253.72894688007,0,1,0,1,0,1,0,0,0
30,17,4,1,1,3,1,2,4925,4,26,13,9,1,22,1.67,69047.72894688007,12784,64122.72894688007,0,1,0,0,0,0,0,1,0
33,2,2,4,2,2,2,2,4222,1,5,8,3,1,11,2.0,69047.72894688007,12784,64825.72894688007,1,1,0,0,0,1,0,0,0
47,45,4,4,2,4,3,4,11863,1,1,7,4,1,11,3.0,69047.72894688007,12784,57184.72894688007,0,1,0,1,0,0,0,0,0
52,28,3,2,4,3,2,3,4329,1,26,4,2,0,6,3.0,69047.72894688007,12784,64718.72894688007,1,0,1,0,0,0,0,1,1
55,20,3,3,1,4,3,4,16660,3,6,10,3,1,13,2.67,69047.72894688007,12784,52387.72894688007,1,1,0,0,1,0,1,0,1
47,2,4,4,5,4,2,4,7666,1,9,3,9,1,12,3.67,69047.72894688007,12784,61381.72894688007,0,0,1,1,0,0,1,0,1
27,11,4,2,3,4,3,4,19478,2,6,1,8,1,9,3.33,69047.72894688007,12784,49569.72894688007,0,0,0,0,1,0,1,0,0
33,31,3,1,2,3,2,3,16461,1,5,1,5,1,6,2.33,102997.714045,2542,86536.714045,1,1,0,0,1,1,0,0,0
38,41,1,1,2,3,3,1,10202,1,9,3,9,1,12,2.67,69047.72894688007,12784,58845.72894688007,0,1,0,1,0,0,1,0,0
29,6,3,1,4,2,1,3,3131,1,10,8,0,0,8,2.33,17372.83423076923,33,14241.83423076923,0,0,1,0,0,0,1,0,0
21,36,4,1,4,4,3,3,13962,2,4,12,6,1,18,3.67,69047.72894688007,12784,55085.72894688007,1,0,0,0,1,1,0,0,0
47,19,4,5,1,3,4,1,14543,3,12,12,6,1,18,2.67,102997.714045,2542,88454.714045,0,0,1,0,1,0,0,1,0
57,49,4,5,1,2,1,4,19356,1,9,3,7,1,10,1.33,69047.72894688007,12784,49691.72894688007,0,0,1,0,1,0,1,0,0
46,14,1,4,2,2,2,1,15225,3,7,13,7,1,20,2.0,102997.714045,2542,87772.714045,1,0,0,0,1,0,1,0,0
20,33,1,3,4,2,2,4,9190,3,26,2,1,0,3,2.67,69047.72894688007,12784,59857.72894688007,1,0,0,1,0,0,0,1,0
59,23,4,3,1,2,3,2,12693,3,19,13,5,1,18,2.0,69047.72894688007,12784,56354.72894688007,1,0,0,1,0,0,0,1,1
58,14,1,1,1,1,2,3,4678,2,25,14,5,1,19,1.33,69047.72894688007,12784,64369.72894688007,1,0,1,0,0,0,0,1,0
26,37,3,2,5,2,4,3,17233,2,16,12,6,1,18,3.67,69047.72894688007,12784,51814.72894688007,0,0,0,0,1,0,0,1,0
53,15,3,2,3,4,1,4,19584,3,29,5,5,1,10,2.67,69047.72894688007,12784,49463.72894688007,0,0,0,0,1,0,0,1,0
22,6,3,1,3,1,4,3,2773,0,2,2,2,0,4,2.67,89817.88593023256,119,87044.88593023256,0,0,1,0,0,0,0,0,0
30,48,2,5,3,2,2,2,15790,1,16,2,4,1,6,2.33,69047.72894688007,12784,53257.72894688007,0,0,0,0,1,0,0,1,0
23,13,4,4,5,1,4,1,4559,1,6,4,2,0,6,3.33,69047.72894688007,12784,64488.72894688007,1,0,0,0,0,0,1,0,0
47,38,2,3,3,3,4,3,17530,3,1,8,4,1,12,3.33,102997.714045,2542,85467.714045,0,0,1,0,1,0,0,0,0
22,23,2,3,3,1,3,1,5807,1,12,12,4,1,16,2.33,69047.72894688007,12784,63240.72894688007,0,1,0,0,0,0,0,1,1
45,24,4,3,1,2,3,3,11720,4,20,6,1,0,7,2.0,102997.714045,2542,91277.714045,0,1,0,1,0,0,0,1,0
39,28,2,2,2,1,3,4,7183,2,17,6,2,0,8,2.0,69047.72894688007,12784,61864.72894688007,0,0,0,0,0,0,0,1,1
36,35,4,1,1,3,4,4,12468,4,25,6,9,1,15,2.67,69047.72894688007,12784,56579.72894688007,0,0,0,1,0,0,0,1,0
36,1,3,2,4,4,2,3,6653,4,1,0,0,0,0,3.33,91683.75438596492,139,85030.75438596492,0,1,0,0,0,0,0,0,0
52,31,2,3,3,2,4,1,19326,3,18,11,3,1,14,3.0,69047.72894688007,12784,49721.72894688007,1,1,0,0,1,0,0,1,0
35,1,1,3,3,2,3,1,5667,4,9,5,1,0,6,2.67,69047.72894688007,12784,63380.72894688007,1,0,1,0,0,0,1,0,0
58,14,4,1,3,4,2,4,17006,4,24,7,4,1,11,3.0,69047.72894688007,12784,52041.72894688007,1,0,1,0,1,0,0,1,1
30,47,1,5,2,4,1,3,5680,4,9,11,3,1,14,2.33,69047.72894688007,12784,63367.72894688007,0,1,0,0,0,0,1,0,0
35,20,2,3,1,3,4,1,7532,3,6,7,8,1,15,2.67,102997.714045,2542,95465.714045,1,0,1,0,0,0,1,0,0
38,10,3,2,3,3,3,3,9824,3,1,0,0,0,0,3.0,69047.72894688007,12784,59223.72894688007,0,0,1,1,0,0,0,0,0
37,1,2,5,5,2,3,1,7884,2,13,9,6,1,15,3.33,69047.72894688007,12784,61163.72894688007,0,0,0,1,0,0,0,1,0
44,43,1,3,3,4,3,4,6070,2,9,9,1,0,10,3.33,69047.72894688007,12784,62977.72894688007,1,1,0,0,0,0,1,0,1
32,18,2,5,5,4,3,2,14124,2,22,1,5,1,6,4.0,69047.72894688007,12784,54923.72894688007,0,0,0,0,1,0,0,1,0
40,21,2,5,4,1,2,2,16585,3,12,14,5,1,19,2.33,69047.72894688007,12784,52462.72894688007,1,0,1,0,1,0,0,1,0
30,38,1,4,2,3,4,4,17199,3,14,2,5,1,7,3.0,102997.714045,2542,85798.714045,0,0,0,0,1,0,0,1,0
28,8,2,1,4,2,4,3,4936,1,5,1,0,0,1,3.33,61845.10984536083,269,56909.10984536083,0,0,0,0,0,1,0,0,0
34,41,3,4,3,1,3,4,12436,4,18,2,4,1,6,2.33,69047.72894688007,12784,56611.72894688007,0,0,0,1,0,0,0,1,1
20,13,4,1,5,1,4,4,12767,1,6,4,6,1,10,3.33,69047.72894688007,12784,56280.72894688007,1,0,1,1,0,0,1,0,0
41,37,3,4,2,4,3,3,10986,2,8,1,1,0,2,3.0,102997.714045,2542,92011.714045,0,0,1,1,0,0,1,0,0
42,26,3,4,2,3,4,4,13525,5,20,4,4,1,8,3.0,91683.75438596492,139,78158.75438596492,0,0,1,1,0,0,0,1,0
47,23,2,1,1,4,3,4,12379,2,5,9,6,1,15,2.67,102997.714045,2542,90618.714045,0,0,0,1,0,1,0,0,0
52,11,4,2,1,1,4,1,8004,3,12,6,1,0,7,2.0,69047.72894688007,12784,61043.72894688007,0,1,0,1,0,0,0,1,1
35,2,2,3,2,3,2,4,10274,2,7,7,6,1,13,2.33,69047.72894688007,12784,58773.72894688007,0,0,0,1,0,0,1,0,0
52,13,4,2,2,4,3,3,12457,1,5,10,4,1,14,3.0,69047.72894688007,12784,56590.72894688007,0,0,1,1,0,1,0,0,0
21,5,1,4,4,1,1,4,11453,1,11,7,8,1,15,2.0,69047.72894688007,12784,57594.72894688007,0,1,0,1,0,0,0,1,0
23,31,1,1,5,4,3,1,11523,2,11,8,1,0,9,4.0,69047.72894688007,12784,57524.72894688007,1,0,0,1,0,0,0,1,1
46,18,4,4,1,2,2,2,12059,2,3,3,7,1,10,1.67,69047.72894688007,12784,56988.72894688007,1,1,0,1,0,1,0,0,0
43,39,4,5,1,3,1,3,19751,4,10,3,2,0,5,1.67,69047.72894688007,12784,49296.72894688007,1,1,0,0,1,0,1,0,0
41,43,2,4,3,3,1,3,10790,4,26,1,9,1,10,2.33,69047.72894688007,12784,58257.72894688007,0,1,0,1,0,0,0,1,0
25,32,1,1,4,4,1,2,3558,2,2,2,3,1,5,3.0,102997.714045,2542,99439.714045,0,0,0,0,0,0,0,0,1
46,30,4,2,5,1,1,2,13461,1,16,14,5,1,19,2.33,69047.72894688007,12784,55586.72894688007,1,0,1,1,0,0,0,1,0
34,25,4,2,4,2,4,4,19740,1,5,3,4,1,7,3.33,69047.72894688007,12784,49307.72894688007,0,1,0,0,1,1,0,0,0
29,7,1,5,2,4,1,4,5266,4,15,6,3,1,9,2.33,69047.72894688007,12784,63781.72894688007,1,1,0,0,0,0,0,1,0
57,11,4,4,4,4,3,1,7752,4,25,12,9,1,21,3.67,102997.714045,2542,95245.714045,1,0,0,1,0,0,0,1,0
47,47,3,5,4,2,3,3,5711,4,25,12,8,1,20,3.0,102997.714045,2542,97286.714045,1,0,0,0,0,0,0,1,0
46,42,4,2,2,2,4,2,19930,4,21,12,4,1,16,2.67,69047.72894688007,12784,49117.72894688007,0,0,0,0,1,0,0,1,0
29,1,2,4,4,4,2,2,16124,3,7,7,1,0,8,3.33,69047.72894688007,12784,52923.72894688007,0,0,0,0,1,0,1,0,0
40,2,3,5,3,1,4,3,19436,0,21,7,3,1,10,2.67,69047.72894688007,12784,49611.72894688007,0,0,0,0,1,0,0,1,0
47,12,2,1,2,3,2,4,4083,4,7,4,9,1,13,2.33,69047.72894688007,12784,64964.72894688007,0,1,0,0,0,0,1,0,1
47,32,1,5,1,3,4,3,4760,2,15,5,8,1,13,2.67,69047.72894688007,12784,64287.72894688007,1,0,1,0,0,0,0,1,0
44,43,2,5,3,4,2,1,11023,4,16,9,0,0,9,3.0,102997.714045,2542,91974.714045,1,1,0,1,0,0,0,1,0
24,21,1,4,2,2,3,1,8788,4,21,14,7,1,21,2.33,69047.72894688007,12784,60259.72894688007,1,1,0,1,0,0,0,1,1
58,42,3,4,4,2,2,1,10254,2,21,3,8,1,11,2.67,102997.714045,2542,92743.714045,0,0,1,1,0,0,0,1,0
59,48,1,1,3,4,3,1,18491,2,25,5,3,1,8,3.33,69047.72894688007,12784,50556.72894688007,0,0,0,0,1,0,0,1,1
26,5,4,4,1,1,4,1,19282,3,20,5,9,1,14,2.0,102997.714045,2542,83715.714045,1,1,0,0,1,0,0,1,0
32,10,3,2,4,4,3,4,4648,8,0,0,0,0,0,3.67,91683.75438596492,139,87035.75438596492,0,1,0,0,0,0,0,0,0
37,9,4,2,2,1,4,2,12362,1,9,2,2,0,4,2.33,69047.72894688007,12784,56685.72894688007,0,0,0,1,0,0,1,0,1
50,49,4,4,4,2,4,3,8236,3,9,7,3,1,10,3.33,69047.72894688007,12784,60811.72894688007,1,0,0,1,0,0,1,0,1
51,48,2,5,2,4,4,3,13760,4,2,14,8,1,22,3.33,69047.72894688007,12784,55287.72894688007,1,1,0,0,1,0,0,0,0
