Age,Attrition,Department,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
34,No,Finance,25,1390,2,Female,68,4,2,Assistant,4,Single,19740,1,No,3,4,34,4,5,3,4
59,No,Finance,16,1391,4,Female,29,1,2,Analyst,4,Married,17466,2,No,4,3,81,2,6,13,0
44,No,HR,30,1392,4,Male,51,2,4,Assistant,3,Married,19979,4,No,2,4,68,1,19,13,1
24,No,Sales,33,1393,2,Female,75,1,4,Manager,4,Single,17260,4,No,4,3,92,4,11,1,6
30,No,Marketing,23,1394,2,Male,32,2,2,Analyst,1,Divorced,18288,1,Yes,2,4,10,4,23,12,0
53,Yes,IT,7,1395,3,Male,58,4,2,Assistant,5,Single,7966,3,Yes,2,3,87,3,2,2,5
43,No,Finance,42,1396,2,Female,98,4,5,Assistant,1,Divorced,14364,1,Yes,4,2,37,2,29,6,6
34,Yes,IT,45,1397,2,Female,35,3,3,Analyst,4,Married,13023,2,Yes,4,2,58,1,3,1,3
57,Yes,Marketing,17,1398,1,Female,43,1,4,Executive,2,Married,6953,2,No,4,2,44,1,2,6,3
27,No,Sales,40,1399,3,Female,29,3,4,Analyst,3,Married,9230,3,No,3,1,43,1,13,1,1
24,Yes,HR,30,1400,4,Male,82,4,5,Executive,3,Divorced,5570,3,Yes,2,1,24,4,11,1,4
45,Yes,Sales,28,1401,4,Male,78,3,1,Analyst,3,Single,19476,3,No,3,3,15,1,25,6,6
37,No,HR,46,1402,1,Female,28,3,1,Analyst,2,Divorced,13392,2,Yes,2,2,19,4,11,13,3
25,No,IT,11,1403,3,Male,51,3,1,Manager,2,Married,15641,3,No,1,2,53,3,13,1,7
56,No,Sales,21,1404,3,Female,68,2,4,Analyst,2,Married,10741,2,No,3,2,12,4,19,12,7
32,No,Sales,7,1405,1,Female,73,2,3,Manager,2,Single,4896,2,No,2,3,34,3,24,9,6
47,No,Sales,22,1406,2,Female,73,2,3,Assistant,1,Divorced,5964,3,No,2,4,11,2,22,2,2
24,No,Marketing,49,1407,2,Female,99,2,5,Executive,5,Married,12302,4,Yes,2,1,62,2,13,9,9
32,No,IT,29,1408,3,Male,69,1,1,Executive,2,Divorced,9354,2,Yes,2,2,3,4,1,5,8
36,No,HR,48,1409,2,Male,57,1,1,Manager,5,Divorced,15002,2,No,1,1,35,1,27,5,7
59,Yes,Sales,7,1410,3,Female,66,1,2,Executive,4,Single,5918,1,No,4,2,93,3,13,10,9
51,No,IT,48,1411,1,Female,53,4,5,Executive,5,Single,16387,3,No,1,3,92,2,6,8,0
48,No,Marketing,8,1412,2,Male,91,4,5,Analyst,4,Married,17339,1,Yes,4,2,81,3,8,1,8
22,No,Marketing,11,1413,2,Male,33,2,4,Manager,3,Single,11622,3,Yes,3,4,92,4,26,9,6
59,No,IT,9,1414,3,Male,70,2,4,Executive,4,Divorced,13651,3,Yes,1,3,8,2,19,14,9
53,No,HR,46,1415,1,Female,50,3,5,Assistant,1,Single,9112,1,No,4,2,73,4,23,1,9
59,No,IT,31,1416,4,Male,66,1,3,Manager,4,Divorced,5082,4,No,3,3,9,4,14,5,3
46,No,IT,20,1417,2,Female,58,3,5,Analyst,3,Married,16553,3,Yes,3,3,52,1,6,8,4
32,No,Finance,36,1418,2,Female,60,3,3,Assistant,3,Divorced,6727,2,Yes,1,1,7,1,17,1,6
52,No,Marketing,47,1419,2,Male,54,4,4,Executive,5,Single,8003,1,No,4,1,58,2,2,5,7
25,No,HR,42,1420,1,Female,94,4,5,Executive,5,Single,5858,2,Yes,4,1,18,4,16,13,3
43,Yes,Finance,8,1421,1,Male,67,4,3,Manager,3,Married,11475,3,Yes,3,3,43,3,27,12,6
38,No,IT,25,1422,3,Female,71,2,2,Executive,4,Single,3726,1,Yes,3,1,43,3,5,3,5
35,No,Marketing,29,1423,2,Female,33,2,2,Manager,4,Married,19720,1,Yes,4,3,33,4,23,8,8
59,Yes,Finance,42,1424,3,Female,92,3,5,Executive,2,Married,9083,3,No,4,2,52,4,20,13,3
47,Yes,Finance,20,1425,3,Female,58,2,1,Assistant,1,Single,11758,4,No,1,3,2,1,6,3,3
52,No,HR,24,1426,2,Female,34,1,5,Analyst,4,Divorced,9226,3,Yes,4,1,86,1,2,12,2
32,No,IT,30,1427,4,Female,58,2,4,Assistant,3,Married,16987,2,No,1,1,1,3,5,8,7
44,No,HR,27,1428,4,Male,57,1,4,Analyst,1,Divorced,13557,1,No,4,3,59,3,10,11,7
55,No,Finance,48,1429,1,Male,21,1,2,Manager,5,Single,7970,1,Yes,4,1,45,4,19,11,3
46,No,Finance,22,1430,3,Female,56,4,3,Executive,3,Divorced,9822,3,Yes,4,1,14,1,1,2,2
57,Yes,HR,30,1431,1,Male,76,3,2,Assistant,3,Divorced,4790,2,No,2,4,98,2,6,10,5
26,No,Finance,6,1432,2,Female,16,1,3,Executive,5,Divorced,5881,2,Yes,2,3,6,2,25,14,8
24,Yes,Sales,3,1433,3,Male,91,4,5,Manager,4,Divorced,8543,2,No,2,4,60,3,16,3,7
50,No,Marketing,42,1434,2,Male,60,2,1,Analyst,5,Single,10130,4,Yes,1,1,34,3,10,13,6
42,No,IT,49,1435,1,Female,52,3,4,Assistant,3,Single,17134,2,No,3,1,34,2,8,1,6
29,No,Marketing,48,1436,3,Male,15,3,5,Analyst,4,Divorced,5861,2,No,1,3,68,1,20,1,4
51,No,IT,43,1437,1,Female,61,4,2,Analyst,5,Single,17339,3,No,3,1,48,1,24,4,1
49,No,Finance,5,1438,3,Male,27,4,5,Manager,4,Single,11254,2,No,3,3,82,1,27,5,8
58,Yes,HR,31,1439,2,Female,74,4,1,Analyst,1,Married,12205,3,Yes,4,1,94,4,21,14,2
50,No,HR,16,1440,2,Male,95,4,3,Manager,4,Single,9133,3,No,3,1,1,4,19,3,8
37,No,Finance,33,1441,3,Female,78,3,1,Analyst,3,Divorced,6325,2,No,1,2,33,2,20,2,9
55,No,IT,36,1442,1,Male,82,4,2,Analyst,5,Single,6698,3,No,4,1,12,1,7,1,1
21,Yes,Finance,5,1443,4,Female,69,3,1,Assistant,4,Single,8973,1,No,2,1,63,2,15,3,0
33,No,IT,11,1444,2,Male,45,3,4,Manager,2,Single,9210,2,No,3,4,34,4,5,1,9
32,No,Finance,13,1445,3,Female,28,3,1,Executive,5,Single,6357,4,Yes,4,3,97,4,4,10,6
48,No,Finance,29,1446,2,Male,99,4,5,Executive,5,Married,19515,3,No,2,1,77,2,19,10,0
31,Yes,Finance,3,1447,4,Female,19,2,3,Executive,2,Divorced,8167,4,Yes,4,1,34,4,19,6,7
58,Yes,HR,26,1448,2,Male,68,2,4,Assistant,4,Divorced,18914,1,No,2,2,25,4,10,13,2
21,No,IT,26,1449,2,Female,67,3,4,Assistant,1,Single,10084,4,No,4,2,43,3,22,11,2
51,No,Finance,40,1450,3,Female,51,1,4,Analyst,3,Single,3992,1,No,2,1,6,2,8,3,8
32,No,Marketing,41,1451,3,Female,71,1,2,Analyst,1,Married,8772,3,Yes,2,1,99,2,20,12,0
46,No,Marketing,24,1452,2,Female,17,3,2,Executive,3,Single,5596,2,Yes,2,2,38,3,1,4,6
36,No,HR,6,1453,2,Male,91,2,5,Analyst,3,Married,19029,1,No,3,4,84,4,20,8,1
59,No,Sales,20,1454,2,Male,25,2,3,Analyst,5,Divorced,5949,2,No,3,1,78,4,28,10,2
50,No,HR,6,1455,2,Male,56,3,1,Assistant,3,Divorced,8590,1,Yes,3,3,12,3,21,5,9
53,No,Sales,25,1456,4,Female,69,1,5,Executive,5,Married,10237,1,No,1,1,83,2,24,11,7
43,No,HR,29,1457,1,Female,52,2,2,Manager,2,Divorced,15629,4,Yes,4,1,97,4,13,5,2
54,No,Marketing,3,1458,3,Female,38,4,5,Executive,3,Single,3065,1,No,4,2,89,3,7,8,1
25,No,Finance,43,1459,2,Female,23,4,3,Assistant,2,Single,15894,4,No,1,1,3,1,2,10,6
38,No,IT,1,1460,2,Female,27,2,5,Executive,1,Married,6764,3,No,1,4,97,1,9,10,2
49,No,Finance,28,1461,2,Male,32,1,4,Manager,5,Divorced,14333,4,No,2,3,83,2,19,12,7
26,No,Marketing,28,1462,4,Male,24,3,1,Analyst,5,Divorced,14524,4,Yes,4,3,18,3,9,14,3
29,Yes,IT,26,1463,2,Male,26,4,2,Executive,4,Married,13771,2,Yes,4,2,30,3,17,12,5
51,No,Sales,45,1464,4,Female,61,3,2,Assistant,3,Married,4419,1,No,3,2,82,1,25,11,7
53,Yes,Sales,38,1465,4,Female,97,1,3,Assistant,4,Divorced,8477,3,No,2,1,42,2,23,13,3
47,No,Marketing,5,1466,2,Female,97,3,3,Executive,4,Married,15645,3,No,1,1,63,2,18,10,4
34,No,IT,6,1467,3,Female,24,2,3,Analyst,2,Single,4415,2,Yes,4,3,1,4,10,4,2
49,No,Finance,14,1468,1,Female,15,1,2,Analyst,5,Divorced,11567,1,Yes,4,3,89,2,23,13,3
56,No,Marketing,38,1469,2,Female,71,1,4,Assistant,2,Married,8424,3,No,2,1,21,1,1,8,9
48,No,Sales,1,1470,1,Female,85,1,1,Assistant,5,Married,9207,2,No,2,3,80,3,11,10,7
41,No,Marketing,28,1471,2,Male,25,1,3,Manager,5,Married,11369,3,Yes,2,2,87,2,19,5,6
23,Yes,Finance,30,1472,3,Male,67,1,2,Analyst,4,Divorced,19618,4,No,1,3,75,3,23,6,5
39,No,HR,12,1473,1,Female,18,1,4,Executive,2,Single,3761,4,No,2,2,21,1,19,1,4
51,No,HR,38,1474,2,Female,75,3,3,Assistant,2,Single,6878,2,Yes,3,1,83,4,2,9,8
55,No,Finance,25,1475,4,Female,99,2,3,Assistant,5,Divorced,4282,1,No,2,3,66,4,5,4,3
23,Yes,IT,29,1476,2,Male,24,2,1,Assistant,2,Married,18826,4,No,2,4,14,2,3,1,2
46,No,Marketing,2,1477,3,Male,19,4,1,Assistant,3,Divorced,6613,1,Yes,1,2,42,3,13,7,5
36,No,Finance,36,1478,3,Female,75,2,5,Analyst,2,Divorced,7446,1,No,2,1,13,3,25,10,1
31,No,HR,36,1479,2,Male,90,1,3,Assistant,1,Married,7636,3,Yes,3,4,73,1,7,4,8
41,No,Sales,38,1480,3,Male,44,4,5,Analyst,2,Divorced,6383,2,Yes,3,4,19,4,11,5,5
36,No,Finance,47,1481,4,Male,71,1,2,Manager,3,Single,10275,2,Yes,1,2,22,1,17,11,2
29,No,Finance,44,1482,4,Female,47,2,1,Manager,2,Divorced,3029,2,Yes,4,1,53,2,1,7,1
20,No,Finance,38,1483,2,Male,51,4,4,Executive,3,Married,19692,3,Yes,4,3,72,1,22,7,8
41,No,HR,48,1484,4,Male,96,2,3,Assistant,1,Divorced,12701,4,Yes,1,3,61,3,4,9,9
45,No,HR,22,1485,1,Female,82,3,3,Executive,4,Single,19520,3,No,2,2,61,2,1,9,2
37,No,Finance,29,1486,1,Female,37,1,5,Analyst,5,Divorced,12646,4,No,2,3,63,2,9,7,5
33,Yes,Finance,3,1487,1,Male,84,3,1,Executive,5,Divorced,5603,2,Yes,2,4,73,4,18,12,8
48,No,IT,16,1488,4,Female,21,4,5,Executive,5,Divorced,5480,2,Yes,4,1,52,1,17,10,2
31,Yes,Sales,31,1489,1,Male,33,1,3,Assistant,1,Divorced,12038,4,Yes,2,3,60,1,19,9,8
55,No,Marketing,21,1490,3,Male,29,1,1,Analyst,1,Married,12421,4,No,2,1,52,2,15,5,1
54,No,Marketing,33,1491,2,Female,46,2,3,Analyst,3,Single,19330,2,No,2,3,2,2,10,2,3
31,No,Marketing,23,1492,2,Female,93,2,1,Assistant,1,Single,5796,4,No,2,4,11,1,12,9,9
26,No,HR,8,1493,1,Male,73,1,3,Analyst,4,Single,4127,1,Yes,3,4,19,1,16,6,2
48,No,HR,46,1494,4,Female,84,4,4,Manager,3,Divorced,9502,4,Yes,3,3,24,4,12,6,6
30,No,IT,28,1495,2,Female,84,3,5,Assistant,4,Single,16139,2,Yes,1,3,88,3,1,9,3
52,No,HR,4,1496,2,Male,20,2,1,Assistant,4,Married,18724,1,Yes,1,4,27,2,13,13,3
25,No,Finance,32,1497,3,Male,90,3,5,Assistant,2,Divorced,15842,3,Yes,1,4,15,3,4,1,0
34,Yes,Sales,14,1498,2,Male,80,2,1,Manager,5,Divorced,13597,1,Yes,2,3,50,2,20,2,9
51,No,Sales,33,1499,4,Male,18,1,1,Analyst,4,Single,4287,4,Yes,3,2,39,1,22,11,2
30,No,Sales,24,1500,1,Male,84,2,1,Manager,5,Divorced,16664,3,No,2,4,20,1,12,3,4
42,Yes,Sales,7,1501,3,Male,71,1,3,Manager,3,Divorced,6929,3,Yes,4,2,70,1,19,1,4
45,No,Marketing,2,1502,3,Female,75,2,2,Manager,5,Single,6263,1,No,2,2,75,3,29,4,3
53,Yes,Marketing,19,1503,1,Female,70,2,3,Executive,1,Married,4927,2,Yes,4,4,98,3,15,2,6
53,Yes,Finance,33,1504,1,Male,28,3,2,Analyst,5,Married,13291,4,Yes,3,1,81,3,9,3,9
48,Yes,IT,45,1505,2,Female,97,1,3,Analyst,1,Single,16590,2,Yes,4,1,81,3,22,12,9
23,No,HR,15,1506,4,Female,21,3,2,Assistant,2,Married,15675,1,No,2,2,10,1,7,8,3
36,No,HR,42,1507,1,Male,68,1,1,Assistant,2,Married,8971,3,Yes,1,2,31,3,6,11,6
54,No,Marketing,31,1508,1,Female,96,2,1,Executive,4,Married,17656,3,No,4,2,96,3,9,4,5
32,No,Sales,6,1509,4,Female,72,3,2,Manager,1,Divorced,11286,4,Yes,4,3,46,1,18,9,5
58,No,Finance,3,1510,2,Male,75,1,2,Assistant,1,Divorced,3129,4,Yes,4,2,44,4,27,6,4
34,No,IT,3,1511,2,Female,86,2,5,Analyst,5,Divorced,10272,3,No,4,2,96,3,8,12,7
48,Yes,Marketing,48,1512,4,Female,42,3,1,Assistant,2,Married,10088,2,Yes,2,4,78,2,21,1,8
48,Yes,Finance,21,1513,1,Male,99,3,3,Manager,1,Divorced,6268,1,Yes,3,2,17,1,18,6,8
30,No,Finance,38,1514,1,Female,69,4,5,Executive,3,Married,13499,3,Yes,1,2,85,4,13,7,5
51,Yes,Marketing,21,1515,2,Female,88,1,2,Manager,2,Single,3986,2,Yes,4,4,5,3,7,12,4
21,No,Finance,13,1516,1,Female,67,2,3,Assistant,4,Married,6110,2,Yes,2,4,58,3,12,4,0
33,No,Sales,34,1517,3,Male,97,4,4,Executive,4,Divorced,5600,1,Yes,2,1,85,3,5,8,2
39,No,Finance,34,1518,1,Male,58,1,4,Executive,2,Married,18680,2,Yes,2,1,5,1,16,12,7
41,No,IT,18,1519,2,Female,42,2,4,Manager,1,Divorced,5169,1,Yes,1,1,14,3,8,10,0
30,No,Finance,48,1520,3,Female,60,4,3,Assistant,4,Divorced,4167,4,Yes,4,3,93,4,26,3,0
46,No,HR,46,1521,2,Male,63,2,2,Manager,2,Single,5594,1,No,1,1,60,4,27,7,7
22,Yes,Finance,14,1522,1,Male,81,2,3,Assistant,5,Single,17735,1,No,1,1,29,4,22,7,6
36,No,Marketing,2,1523,4,Female,41,3,5,Assistant,1,Divorced,6104,3,No,4,2,45,3,7,4,1
47,No,HR,14,1524,3,Male,95,3,5,Analyst,2,Married,10326,1,No,2,3,95,3,27,1,5
48,No,Marketing,39,1525,4,Female,93,3,4,Executive,5,Single,3405,1,No,3,2,83,1,28,12,8
40,No,IT,39,1526,1,Female,53,3,2,Assistant,3,Single,5411,1,Yes,3,3,16,1,1,10,7
35,No,Sales,11,1527,3,Male,98,3,5,Manager,4,Divorced,14003,2,Yes,3,2,92,2,2,10,5
56,No,IT,2,1528,4,Male,41,1,1,Manager,2,Married,15838,4,No,3,1,74,4,9,6,1
39,No,HR,4,1529,1,Female,49,3,1,Analyst,1,Single,11322,4,No,2,4,83,3,15,10,2
25,Yes,Sales,38,1530,2,Female,61,2,4,Analyst,5,Single,14247,1,Yes,1,4,83,2,7,12,2
38,Yes,Finance,2,1531,3,Male,66,4,4,Analyst,2,Married,13509,3,No,4,3,7,1,7,12,8
24,No,HR,11,1532,4,Female,83,2,4,Executive,2,Single,8800,4,No,2,1,49,2,20,12,8
22,No,Sales,15,1533,1,Male,80,3,5,Analyst,5,Married,14143,1,Yes,1,2,16,1,13,7,4
20,No,Marketing,14,1534,1,Male,55,1,2,Executive,2,Divorced,7882,2,Yes,2,2,56,2,29,3,4
57,No,Sales,35,1535,3,Male,64,2,4,Analyst,1,Single,4933,4,Yes,2,1,57,1,4,12,7
34,No,Marketing,46,1536,1,Male,59,3,3,Executive,4,Divorced,5979,2,No,4,3,75,2,19,5,2
53,No,Marketing,3,1537,3,Male,34,2,4,Assistant,1,Married,4346,1,Yes,4,4,95,3,10,8,8
54,No,Sales,3,1538,4,Female,85,4,5,Analyst,1,Divorced,14992,1,Yes,4,2,85,4,4,7,4
44,No,IT,46,1539,4,Male,50,2,2,Executive,4,Divorced,5636,2,Yes,1,1,26,4,12,2,8
43,No,IT,48,1540,3,Male,86,1,4,Assistant,2,Divorced,3346,1,Yes,1,1,57,4,26,4,9
31,Yes,Marketing,17,1541,1,Male,84,4,1,Analyst,5,Married,16001,4,Yes,4,2,50,2,22,7,8
37,No,HR,45,1542,4,Male,38,3,4,Assistant,5,Married,19199,1,Yes,2,1,46,3,27,14,3
34,No,Sales,22,1543,2,Male,50,1,4,Analyst,3,Married,15934,4,No,1,4,56,3,3,11,1
35,No,HR,34,1544,2,Male,19,4,2,Manager,1,Married,13608,4,Yes,1,4,49,4,26,9,6
46,No,IT,44,1545,4,Male,98,3,3,Executive,4,Married,8000,2,No,4,2,89,4,8,7,0
27,No,HR,30,1546,2,Female,34,2,4,Manager,5,Single,11251,2,Yes,2,1,30,4,17,8,6
44,No,Finance,14,1547,2,Female,67,4,4,Executive,4,Single,17394,4,No,4,1,28,4,6,10,0
36,No,Finance,4,1548,3,Female,54,4,5,Manager,5,Single,18783,4,Yes,3,4,94,2,13,12,4
48,No,IT,28,1549,2,Female,64,4,2,Analyst,4,Divorced,7326,3,No,2,1,23,1,18,12,0
27,No,HR,37,1550,3,Male,88,2,5,Manager,1,Divorced,6766,3,No,2,1,62,4,16,9,7
34,No,Sales,36,1551,1,Female,81,4,4,Analyst,3,Married,3447,1,No,4,4,67,3,11,11,0
46,Yes,IT,35,1552,1,Male,49,1,4,Executive,3,Married,10793,4,Yes,2,2,77,2,14,13,5
26,No,Finance,38,1553,1,Female,78,4,1,Analyst,1,Single,5415,2,No,4,3,76,2,1,1,0
22,No,IT,4,1554,1,Female,51,1,5,Manager,2,Married,7078,4,Yes,2,2,22,4,12,3,1
48,No,HR,44,1555,4,Male,59,3,2,Assistant,2,Divorced,15841,4,No,3,4,7,3,20,6,3
43,Yes,HR,48,1556,2,Male,52,3,4,Executive,4,Married,8148,1,Yes,1,2,12,1,28,8,7
22,No,HR,48,1557,3,Female,99,3,1,Assistant,1,Single,6035,2,No,3,1,0,3,29,11,2
39,No,Marketing,47,1558,4,Female,41,2,1,Assistant,1,Married,5324,1,No,1,4,62,4,6,14,7
34,No,HR,12,1559,2,Female,79,2,3,Assistant,4,Divorced,8825,4,No,3,4,26,4,7,7,6
44,No,Finance,15,1560,3,Female,87,3,2,Assistant,4,Single,10819,2,No,2,3,80,2,11,12,5
49,No,Finance,2,1561,2,Male,17,2,1,Assistant,5,Married,11480,3,Yes,4,4,40,2,1,6,9
33,No,Marketing,49,1562,1,Female,73,1,2,Manager,3,Divorced,10936,3,Yes,3,1,8,3,3,4,0
26,No,Finance,33,1563,4,Female,44,4,4,Analyst,5,Single,9595,4,No,4,2,26,1,22,8,5
36,Yes,Finance,15,1564,1,Female,30,2,3,Analyst,4,Single,17363,3,No,3,2,89,3,13,10,5
39,No,IT,48,1565,2,Female,43,2,2,Assistant,4,Divorced,15989,3,No,2,2,20,3,29,4,9
55,Yes,HR,37,1566,2,Female,84,1,3,Manager,4,Married,18092,4,No,3,3,45,3,6,6,7
28,No,IT,22,1567,1,Male,92,1,2,Assistant,5,Married,8492,2,No,1,4,47,1,10,14,5
57,No,IT,19,1568,1,Male,88,2,2,Assistant,3,Married,17138,4,Yes,2,4,67,3,22,12,1
41,Yes,Finance,44,1569,4,Male,38,3,5,Executive,4,Single,9704,4,No,1,1,13,4,7,3,9
21,Yes,Sales,26,1570,1,Male,21,4,3,Manager,2,Single,3203,1,No,4,4,41,4,11,12,2
43,Yes,HR,44,1571,4,Male,63,3,2,Assistant,3,Married,9522,4,No,1,4,58,3,23,12,1
27,No,Sales,4,1572,1,Female,77,4,5,Analyst,2,Single,16295,1,Yes,2,3,74,2,28,7,2
30,No,Finance,32,1573,3,Male,60,1,5,Executive,2,Single,6257,4,No,1,1,61,2,26,12,0
32,No,Marketing,21,1574,2,Male,62,4,3,Assistant,3,Divorced,13753,2,Yes,1,2,3,1,15,6,6
36,No,IT,44,1575,4,Female,39,4,4,Assistant,2,Married,11737,3,No,4,1,58,4,24,7,4
27,No,Finance,40,1576,4,Male,57,2,3,Assistant,1,Married,15569,2,Yes,2,2,33,1,11,5,8
40,No,Finance,9,1577,4,Male,69,2,2,Manager,5,Married,12536,3,Yes,4,1,4,2,18,5,6
37,No,Sales,45,1578,1,Male,48,3,4,Assistant,4,Single,3519,1,Yes,4,1,31,3,26,2,0
49,No,Marketing,33,1579,1,Male,79,3,3,Analyst,1,Single,11000,3,Yes,2,3,79,1,1,6,0
37,No,IT,21,1580,2,Female,42,4,3,Executive,4,Single,18241,2,Yes,3,3,91,1,26,1,1
50,No,Marketing,32,1581,4,Female,55,1,3,Manager,4,Married,15967,3,Yes,2,3,65,1,14,7,6
57,No,Marketing,11,1582,3,Male,43,2,3,Executive,1,Single,14806,2,No,3,4,34,2,29,3,6
51,No,Marketing,6,1583,1,Female,46,3,4,Analyst,4,Married,16246,2,Yes,2,3,7,3,23,2,8
30,No,HR,10,1584,2,Male,83,1,2,Assistant,3,Single,9467,3,Yes,1,2,56,1,12,11,2
44,No,Marketing,2,1585,1,Female,48,3,5,Manager,5,Married,9071,4,Yes,4,2,24,4,1,7,2
52,No,Finance,44,1586,4,Female,73,1,3,Assistant,4,Divorced,17347,2,Yes,1,3,22,2,18,9,7
57,Yes,HR,40,1587,2,Female,75,3,5,Manager,5,Single,4822,2,No,2,3,35,2,17,1,5
27,No,HR,34,1588,2,Female,66,3,5,Assistant,2,Married,18382,1,No,3,3,24,2,14,6,2
30,Yes,Marketing,39,1589,2,Female,77,1,5,Analyst,4,Divorced,4184,1,Yes,2,4,16,1,12,8,7
41,Yes,Finance,8,1590,1,Female,40,1,3,Analyst,2,Divorced,17599,3,Yes,3,3,62,2,28,2,2
43,No,IT,42,1591,4,Female,91,2,3,Assistant,5,Single,19763,4,Yes,4,4,63,2,1,5,5
36,No,Marketing,26,1592,2,Female,26,2,3,Analyst,1,Married,17760,4,Yes,2,2,89,3,19,13,0
31,No,HR,38,1593,3,Female,36,1,3,Assistant,5,Single,11807,2,Yes,3,4,36,2,4,13,3
51,No,IT,31,1594,4,Female,87,1,1,Manager,3,Divorced,3435,2,No,2,1,84,1,5,12,5
34,No,IT,41,1595,3,Female,70,2,2,Analyst,3,Single,8017,1,No,1,2,4,2,5,4,4
35,Yes,HR,30,1596,3,Male,20,1,1,Manager,5,Married,4547,4,No,3,2,23,3,2,10,3
41,No,IT,43,1597,2,Female,50,3,4,Assistant,5,Divorced,11643,1,No,3,4,73,2,11,12,9
47,Yes,Finance,19,1598,2,Male,88,1,1,Manager,2,Single,18773,1,Yes,1,3,65,1,3,3,0
39,No,Finance,16,1599,2,Female,73,4,1,Executive,2,Single,7355,3,No,4,4,89,4,8,10,3
52,No,Marketing,2,1600,2,Male,73,1,1,Assistant,4,Single,18157,2,No,2,1,72,2,2,8,0
29,No,Marketing,33,1601,4,Male,82,2,2,Analyst,2,Single,18710,4,Yes,4,4,47,1,4,2,9
59,No,IT,21,1602,1,Male,66,4,5,Analyst,1,Single,3711,2,No,2,2,29,2,7,1,3
51,No,HR,46,1603,4,Female,82,4,4,Executive,1,Divorced,14881,3,Yes,2,4,38,2,25,1,2
52,No,Finance,33,1604,4,Female,91,1,4,Assistant,2,Divorced,10439,1,No,2,4,99,1,19,10,6
21,Yes,Sales,28,1605,2,Female,94,1,2,Assistant,5,Married,17521,4,No,3,4,62,2,19,5,5
52,No,Marketing,49,1606,4,Female,65,4,1,Assistant,5,Single,9020,1,No,2,3,95,1,7,9,5
52,No,Finance,12,1607,4,Male,82,2,5,Assistant,1,Married,11358,1,Yes,2,4,56,4,8,4,9
32,No,IT,19,1608,3,Female,40,2,3,Manager,5,Divorced,9286,1,Yes,1,2,71,2,14,7,2
49,Yes,Finance,4,1609,2,Female,87,2,2,Assistant,3,Single,7588,4,Yes,1,1,60,4,4,2,5
52,No,Finance,13,1610,3,Female,55,4,5,Manager,5,Married,10511,3,Yes,3,2,2,1,14,3,2
32,Yes,IT,22,1611,2,Female,89,3,2,Manager,1,Single,8457,1,Yes,4,3,3,2,1,10,6
45,No,Marketing,23,1612,2,Female,19,3,2,Analyst,4,Single,4108,3,No,3,3,88,2,5,11,1
41,No,Marketing,33,1613,2,Female,67,4,3,Assistant,2,Married,14130,1,No,4,1,48,2,11,9,8
58,No,Sales,8,1614,3,Female,52,4,5,Manager,2,Divorced,12526,1,No,1,3,90,3,15,5,9
21,No,Sales,19,1615,1,Female,67,1,1,Assistant,4,Married,8826,1,Yes,4,1,15,2,20,6,1
57,No,Marketing,14,1616,1,Male,70,4,5,Executive,3,Married,4719,1,Yes,2,1,22,3,14,3,0
58,No,Marketing,22,1617,3,Male,33,2,5,Manager,3,Married,5860,2,No,3,3,25,4,27,13,3
45,No,Marketing,40,1618,4,Female,79,1,1,Analyst,4,Single,12162,1,No,1,3,78,1,24,6,7
34,Yes,Marketing,17,1619,2,Female,83,3,3,Assistant,5,Divorced,14704,1,No,1,2,25,3,13,11,6
53,No,Finance,35,1620,4,Female,67,3,5,Analyst,1,Divorced,3066,2,Yes,1,2,24,2,7,13,5
59,No,Sales,46,1621,4,Female,33,1,1,Manager,3,Single,6605,1,Yes,4,2,41,2,18,11,9
30,No,IT,18,1622,1,Male,80,3,2,Manager,3,Divorced,19724,4,Yes,3,2,74,3,6,10,6
22,Yes,HR,22,1623,1,Male,62,2,2,Analyst,4,Married,19485,2,No,3,4,76,3,20,8,3
25,No,IT,14,1624,3,Female,80,2,1,Assistant,4,Divorced,14577,4,Yes,2,1,43,3,7,14,7
28,No,HR,29,1625,2,Male,87,3,2,Manager,3,Single,19284,2,Yes,4,3,0,4,9,10,3
25,No,Finance,7,1626,3,Male,32,2,5,Executive,5,Divorced,16239,2,Yes,3,1,35,2,23,1,9
28,No,Sales,29,1627,2,Female,94,2,1,Analyst,2,Single,4133,1,No,4,1,94,1,2,10,7
58,No,HR,20,1628,4,Female,53,1,5,Manager,2,Married,16743,3,Yes,1,3,21,3,8,8,4
50,No,Marketing,25,1629,4,Female,87,3,4,Assistant,2,Single,13918,4,Yes,2,2,99,1,6,8,8
51,No,Finance,36,1630,2,Male,65,4,3,Manager,2,Divorced,8149,1,No,2,2,4,3,9,7,6
31,No,HR,13,1631,1,Male,37,2,3,Assistant,3,Married,18832,4,Yes,3,1,18,3,7,4,9
27,Yes,Marketing,38,1632,3,Female,47,1,3,Assistant,3,Divorced,8091,3,Yes,3,1,94,4,5,1,9
27,No,Finance,9,1633,4,Female,74,4,1,Manager,2,Single,19768,4,Yes,3,2,86,3,24,10,5
