Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,external_avg_salary,external_job_demand,salary_gap,NoRecentPromotion,StagnationScore,SatisfactionIndex,Department_HR,Department_Human Resources,Department_IT,Department_Marketing,Department_Research & Development,Department_Sales,Gender_Male,JobRole_Assistant,JobRole_Executive,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,JobRoleMapped_Laboratory Technician,JobRoleMapped_Manager,JobRoleMapped_Other,JobRoleMapped_Research Scientist,JobRoleMapped_Sales Executive,IncomeCategory_Medium,IncomeCategory_High,TenureCategory_3-5 years,TenureCategory_6-10 years,TenureCategory_10+ years,AgeGroup_26-35,AgeGroup_36-45,AgeGroup_46-55,AgeGroup_55+
50,0,20,2,98,3,5,3,15216,4,2,4,17,1,16,1,0,102997.714045,2542,87781.714045,0,1,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
43,0,4,4,71,4,1,5,4382,2,4,1,74,4,17,4,0,69047.72894688007,12784,64665.72894688007,0,4,3.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
39,1,32,3,73,4,1,2,12175,2,1,2,88,4,20,14,4,69047.72894688007,12784,56872.72894688007,1,18,2.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
56,1,23,2,33,4,1,5,5526,3,4,1,82,3,6,2,0,69047.72894688007,12784,63521.72894688007,0,2,2.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23,0,42,1,68,2,5,3,18012,4,4,4,67,2,4,14,9,69047.72894688007,12784,51035.72894688007,1,23,2.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
47,0,15,4,84,3,4,2,15006,4,1,2,61,2,9,10,8,102997.714045,2542,87991.714045,1,18,2.67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
39,0,15,3,37,2,2,4,14711,2,4,2,6,1,20,9,5,69047.72894688007,12784,54336.72894688007,1,14,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
43,0,2,1,97,3,2,2,5687,2,4,4,81,3,26,4,8,69047.72894688007,12784,63360.72894688007,1,12,2.33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
51,0,13,4,47,4,4,1,6156,2,4,3,14,1,8,14,4,69047.72894688007,12784,62891.72894688007,1,18,2.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
55,0,45,2,80,1,4,3,19959,3,1,1,78,3,18,3,5,69047.72894688007,12784,49088.72894688007,1,8,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
53,0,30,3,93,4,4,3,14039,3,4,4,65,3,12,7,1,69047.72894688007,12784,55008.72894688007,0,8,3.33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
55,0,12,4,25,1,1,5,3402,4,3,3,35,1,7,11,8,69047.72894688007,12784,65645.72894688007,1,19,4.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21,0,15,3,32,1,3,1,11444,4,1,2,58,2,8,14,2,69047.72894688007,12784,57603.72894688007,0,16,2.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
34,1,13,4,79,2,5,5,4629,4,1,1,70,3,22,3,4,69047.72894688007,12784,64418.72894688007,1,7,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
53,0,1,4,46,1,1,1,18293,3,3,2,28,4,10,10,7,102997.714045,2542,84704.714045,1,17,2.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
55,0,40,1,18,3,2,4,5709,4,4,3,24,3,29,12,4,102997.714045,2542,97288.714045,1,16,2.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
25,0,30,4,50,4,5,2,18724,3,4,4,54,2,22,8,9,69047.72894688007,12784,50323.72894688007,1,17,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
58,1,7,3,71,3,4,4,15956,3,4,3,20,4,24,5,3,69047.72894688007,12784,53091.72894688007,1,8,3.33,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
31,1,7,4,47,4,2,2,14523,4,2,3,48,4,3,4,3,69047.72894688007,12784,54524.72894688007,1,7,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
22,0,16,4,28,1,4,5,7043,2,2,1,11,4,18,1,4,69047.72894688007,12784,62004.72894688007,1,5,3.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37,0,47,1,62,1,4,1,5659,4,1,1,7,2,9,5,2,102997.714045,2542,97338.714045,0,7,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
59,0,17,3,51,1,4,2,8241,1,4,2,84,4,24,9,9,69047.72894688007,12784,60806.72894688007,1,18,2.33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
40,0,12,2,19,3,5,4,19003,3,1,2,40,3,26,8,3,69047.72894688007,12784,50044.72894688007,1,11,2.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
34,0,35,1,64,4,2,3,16828,2,3,3,23,3,5,14,4,69047.72894688007,12784,52219.72894688007,1,18,2.33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
52,0,15,3,75,4,2,3,12170,3,4,3,35,3,13,14,3,69047.72894688007,12784,56877.72894688007,1,17,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
54,0,22,1,83,1,4,3,6816,3,4,1,1,2,5,4,2,69047.72894688007,12784,62231.72894688007,0,6,1.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
45,0,44,1,52,3,1,5,3568,1,1,3,28,3,22,9,0,69047.72894688007,12784,65479.72894688007,0,9,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27,1,46,4,60,1,3,4,15830,4,4,3,12,3,22,7,1,102997.714045,2542,87167.714045,0,8,3.67,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
55,0,28,2,29,1,1,2,7105,3,2,3,88,3,2,2,8,69047.72894688007,12784,61942.72894688007,1,10,2.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49,0,27,1,51,1,5,4,15444,3,4,4,6,2,7,11,9,69047.72894688007,12784,53603.72894688007,1,20,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
42,0,32,3,41,3,3,4,5772,2,2,4,39,4,3,7,1,69047.72894688007,12784,63275.72894688007,0,8,3.67,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,0,37,1,15,1,1,5,15428,1,4,1,99,3,24,4,1,69047.72894688007,12784,53619.72894688007,0,5,2.33,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
33,0,26,2,43,4,2,2,7054,2,1,1,58,2,9,13,4,69047.72894688007,12784,61993.72894688007,1,17,1.67,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21,1,6,1,86,3,1,2,3136,3,4,4,57,4,3,5,9,69047.72894688007,12784,65911.72894688007,1,14,2.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
56,0,12,4,21,3,4,4,7771,4,1,1,99,4,22,1,8,69047.72894688007,12784,61276.72894688007,1,9,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24,0,47,4,43,2,5,4,5324,1,3,1,10,1,24,11,2,102997.714045,2542,97673.714045,0,13,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
57,0,33,3,45,1,1,3,14947,2,4,4,28,3,6,14,8,102997.714045,2542,88050.714045,1,22,3.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
33,0,27,1,52,4,1,4,12571,3,3,4,16,4,10,4,3,69047.72894688007,12784,56476.72894688007,1,7,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
58,1,30,2,22,2,3,1,12124,1,1,2,12,1,3,2,2,69047.72894688007,12784,56923.72894688007,0,4,1.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
44,0,9,2,51,2,4,3,15037,2,4,1,8,4,20,9,4,69047.72894688007,12784,54010.72894688007,1,13,2.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
39,0,7,1,73,4,3,1,19013,4,3,1,93,2,9,12,6,69047.72894688007,12784,50034.72894688007,1,18,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
21,1,29,3,93,1,5,4,10260,1,2,3,41,3,12,12,6,69047.72894688007,12784,58787.72894688007,1,18,3.33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
58,0,22,1,68,4,5,4,9784,2,2,4,8,4,12,14,1,69047.72894688007,12784,59263.72894688007,0,15,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
25,0,49,4,72,3,4,5,10303,4,3,4,20,2,16,8,6,102997.714045,2542,92694.714045,1,14,4.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
36,1,34,4,40,4,3,4,17446,4,2,1,77,2,11,3,6,69047.72894688007,12784,51601.72894688007,1,9,3.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
44,0,9,3,62,3,4,5,12259,1,2,1,26,3,12,7,1,69047.72894688007,12784,56788.72894688007,0,8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
47,0,36,4,25,4,3,5,19594,1,4,3,54,4,17,7,9,102997.714045,2542,83403.714045,1,16,4.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
21,1,9,3,37,3,2,2,13582,3,2,4,34,3,4,13,8,102997.714045,2542,89415.714045,1,21,3.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
54,0,5,1,48,1,4,5,9504,3,2,3,90,2,10,6,7,69047.72894688007,12784,59543.72894688007,1,13,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
56,0,42,1,47,3,5,2,18690,3,3,4,39,1,17,3,1,69047.72894688007,12784,50357.72894688007,0,4,2.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
24,0,28,2,95,3,3,2,15795,1,2,3,88,4,8,9,5,69047.72894688007,12784,53252.72894688007,1,14,2.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20,0,9,1,16,1,2,3,9396,1,1,2,11,4,7,9,7,69047.72894688007,12784,59651.72894688007,1,16,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
59,0,9,2,75,4,5,2,18129,3,3,4,71,3,23,6,8,69047.72894688007,12784,50918.72894688007,1,14,2.67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
31,0,33,4,18,4,3,3,14042,1,4,3,28,4,18,3,0,69047.72894688007,12784,55005.72894688007,0,3,3.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
55,0,41,4,26,2,2,3,4723,3,3,3,4,2,26,4,6,69047.72894688007,12784,64324.72894688007,1,10,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
42,1,38,3,43,3,5,3,11323,2,2,2,59,4,22,5,9,102997.714045,2542,91674.714045,1,14,2.67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
50,1,39,4,56,4,5,4,18595,3,1,4,18,3,24,9,4,69047.72894688007,12784,50452.72894688007,1,13,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
30,0,5,2,97,4,2,5,13301,4,2,4,34,3,24,3,8,102997.714045,2542,89696.714045,1,11,3.67,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
29,0,49,2,71,2,5,5,11594,3,2,3,45,2,21,9,8,69047.72894688007,12784,57453.72894688007,1,17,3.33,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
22,0,38,2,64,3,3,1,8595,1,3,3,45,2,8,5,2,69047.72894688007,12784,60452.72894688007,0,7,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
33,0,11,1,80,3,3,1,12809,2,2,1,44,1,29,6,9,69047.72894688007,12784,56238.72894688007,1,15,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
35,0,37,1,21,1,5,4,19362,1,1,4,38,3,2,2,6,69047.72894688007,12784,49685.72894688007,1,8,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29,0,8,3,71,1,1,2,3269,2,4,3,40,1,14,2,2,69047.72894688007,12784,65778.72894688007,0,4,2.67,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
48,1,29,4,60,2,2,1,16365,4,3,3,88,1,16,14,3,69047.72894688007,12784,52682.72894688007,1,17,2.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
29,0,11,3,36,2,1,1,18969,2,1,2,17,4,20,12,7,69047.72894688007,12784,50078.72894688007,1,19,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
31,0,46,2,25,1,3,3,9772,4,2,1,58,1,10,12,0,69047.72894688007,12784,59275.72894688007,0,12,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
49,0,45,2,47,1,5,1,5348,4,2,1,86,1,18,2,3,102997.714045,2542,97649.714045,1,5,1.33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
20,0,48,1,68,2,4,5,13175,3,4,2,29,1,5,7,3,69047.72894688007,12784,55872.72894688007,1,10,2.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
24,0,29,3,34,4,4,3,9058,3,1,1,64,1,16,13,2,69047.72894688007,12784,59989.72894688007,0,15,2.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
39,0,37,3,19,1,1,4,7522,1,1,2,89,1,11,11,1,69047.72894688007,12784,61525.72894688007,0,12,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27,0,46,3,82,4,1,4,5163,1,4,1,83,2,19,11,7,69047.72894688007,12784,63884.72894688007,1,18,2.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31,1,13,1,28,1,1,4,16874,1,2,4,40,1,6,6,5,69047.72894688007,12784,52173.72894688007,1,11,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
20,0,31,2,17,1,3,3,18577,3,2,4,84,2,7,7,1,69047.72894688007,12784,50470.72894688007,0,8,3.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,0,46,1,96,3,3,1,7163,4,2,1,54,2,22,13,7,69047.72894688007,12784,61884.72894688007,1,20,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
47,0,49,3,72,3,5,1,13982,4,3,4,58,4,11,3,7,69047.72894688007,12784,55065.72894688007,1,10,2.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
56,0,49,2,41,1,3,5,18172,4,1,3,44,2,18,4,6,69047.72894688007,12784,50875.72894688007,1,10,3.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
56,0,2,2,18,3,5,3,7486,4,4,4,83,2,18,11,7,69047.72894688007,12784,61561.72894688007,1,18,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
31,0,7,4,81,3,5,3,17295,2,3,3,66,2,20,6,8,69047.72894688007,12784,51752.72894688007,1,14,3.33,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
56,1,42,3,78,3,1,5,16737,1,1,2,16,3,23,3,2,69047.72894688007,12784,52310.72894688007,0,5,3.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
47,0,25,2,56,4,4,1,13853,1,4,2,90,2,8,12,1,69047.72894688007,12784,55194.72894688007,0,13,1.67,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
34,0,49,3,43,1,1,1,13158,3,4,3,81,3,21,14,6,69047.72894688007,12784,55889.72894688007,1,20,2.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
25,0,13,3,94,2,3,2,19097,2,2,2,73,3,10,1,1,69047.72894688007,12784,49950.72894688007,0,2,2.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,1,28,1,49,2,2,2,7183,2,2,3,19,4,17,6,2,69047.72894688007,12784,61864.72894688007,0,8,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
33,0,22,4,33,4,3,2,8911,3,4,2,22,2,9,10,5,69047.72894688007,12784,60136.72894688007,1,15,2.67,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
21,1,24,4,93,2,4,2,16964,3,2,3,63,2,13,11,8,69047.72894688007,12784,52083.72894688007,1,19,3.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
28,0,1,4,83,1,3,1,15912,2,2,1,7,2,8,10,8,69047.72894688007,12784,53135.72894688007,1,18,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
56,0,49,2,45,2,4,4,8208,1,1,3,64,4,17,2,9,69047.72894688007,12784,60839.72894688007,1,11,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
39,0,46,3,57,4,2,3,11178,3,4,4,59,3,16,13,1,69047.72894688007,12784,57869.72894688007,0,14,3.33,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
45,0,43,3,87,2,2,2,14116,3,4,3,6,3,25,7,0,102997.714045,2542,88881.714045,0,7,2.67,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
48,0,31,2,91,2,5,4,6892,2,4,1,3,4,16,13,5,69047.72894688007,12784,62155.72894688007,1,18,2.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
20,0,36,3,35,3,3,2,16286,3,2,3,27,1,21,5,6,102997.714045,2542,86711.714045,1,11,2.67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
54,0,32,1,79,3,5,5,9599,3,1,1,18,2,8,14,7,102997.714045,2542,93398.714045,1,21,2.33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
25,0,18,1,91,4,1,2,11646,1,4,1,5,1,26,1,3,69047.72894688007,12784,57401.72894688007,1,4,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
56,0,26,1,48,1,1,5,16222,4,3,2,25,3,10,9,6,102997.714045,2542,86775.714045,1,15,2.67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
24,0,24,3,75,1,1,3,7304,2,2,2,39,3,12,2,8,69047.72894688007,12784,61743.72894688007,1,10,2.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
52,0,18,1,50,1,1,2,8432,1,4,2,18,3,18,2,0,102997.714045,2542,94565.714045,0,2,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
33,0,39,1,94,3,1,5,5850,2,4,1,80,1,23,10,2,69047.72894688007,12784,63197.72894688007,0,12,2.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
31,0,2,2,88,1,3,3,14529,3,3,4,92,1,9,10,4,69047.72894688007,12784,54518.72894688007,1,14,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
39,0,25,3,55,2,5,2,17630,3,1,2,20,2,23,4,6,69047.72894688007,12784,51417.72894688007,1,10,2.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
43,0,13,1,48,4,5,2,4721,4,4,3,4,1,25,2,4,69047.72894688007,12784,64326.72894688007,1,6,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
53,0,16,1,39,4,4,1,17300,1,1,1,16,4,4,13,0,69047.72894688007,12784,51747.72894688007,0,13,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
44,1,12,3,71,3,1,4,4429,1,1,3,37,4,5,10,0,102997.714045,2542,98568.714045,0,10,3.33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
